rank_gfa,address_fin,postal_code,postal_office_fin,main_purpose_fi,gross_floor_area,volume,number_of_storeys,apartment_count,heating_method_fi,heating_energy_source_fi,facade_material_fi,load_bearing_material_fi,construction_method_fi,completion_date,usage_status_fi,permanent_building_identifier,property_identifier,lon,lat,building_key
270,Käärmeniementie 1,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",15006,144210,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2008-10-17,Tyhjillään,102328601L,09105499060020,25.17261956,60.21768334,7f1fb3be-709f-45bc-98dc-aa136502adba
271,Kaartinkuja 3,00130,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14965,65869,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2024-12-20,Käytöstä ei ole tietoa,103993920K,09100300570001,24.94959381,60.16374702,27a1ec38-a208-4643-a61a-7084d1f13993
272,Karjalankatu 2,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14937,52199,8,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1960-01-01,Käytetään vakinaiseen asumiseen,103180615X,09101203690001,24.93661065,60.19315897,ee88276c-8deb-44d9-ad02-46fb6fe382bf
273,Rionkatu 1 | Jätkäsaarenlaituri 7 | Tyynenmerenkatu 6,00220,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14935,46800,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1924-12-31,Tyhjillään,103303986M,09102099060101,24.92241337,60.15777267,88932d57-74f4-4181-8176-51f5a2f2271d
274,Ilkantie 3a,00400,HELSINKI,Julkinen rakennus,14802,74394,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,Elementti,1967-12-31,Tyhjillään,103445345L,09102901020009,24.90489954,60.22084715,a2e540b5-5086-4c94-ab62-e3d3c51b621d
275,Mannerheimintie 109 | Nauvonkuja 2 | Nauvontie 10,00280,HELSINKI,Julkinen rakennus,14771,91840,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2020-08-31,Käytöstä ei ole tietoa,103696411H,09101607480005,24.89993753,60.20584055,94a20110-e5de-430c-b137-13545a065420
276,Kasarmikatu 46-48 | Eteläesplanadi 14,00130,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14770,78439,8,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1937-12-31,Tyhjillään,1030462342,09100300490001,24.94730518,60.16663072,72a8a455-3853-4127-9f99-aca18941bd38
277,Valimotie 25,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14689,66830,6,8,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1961-01-01,Käytetään vakinaiseen asumiseen,101633030U,09104600140017,24.87810747,60.22110387,18cae5e8-c56d-437f-9bb3-1ed39244e7ea
278,Viikinkaari 5,00790,HELSINKI,Julkinen rakennus,14673,60200,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1995-03-28,Tyhjillään,103127004J,09103602070008,25.01640597,60.22619915,f0eeec56-c906-4660-9822-bf0f3c1c6a2e
279,Hermannin rantatie 9,00580,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14663,55200,26,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,2025-04-11,Käytöstä ei ole tietoa,103810843V,09101006200006,24.97808177,60.18760952,367c5cc5-f8b4-49bf-a70d-e8008911835a
280,Tukkutorinkuja 2 | Vanha talvitie 7 | Työpajanpiha 6,00580,HELSINKI,Kerrostalo,14663,46723,13,145,Ilmakeskuslämmitys,Maalämpö tms.,Tiili,Betoni,Elementti,2023-08-28,Käytetään vakinaiseen asumiseen,103924669N,09101005920002,24.97589784,60.19027074,81bdc22f-19d1-4eb3-bf68-9d0df45b7b0c
281,Porkkalankatu 20,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14595,61849,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2001-12-11,Tyhjillään,103303948D,09102007960006,24.91138944,60.16394962,4afe65bb-ccac-4829-969f-8d59ba98ff7f
282,Aleksanterinkatu 48,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14580,53022,9,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1958-12-31,Käytetään vakinaiseen asumiseen,1030367559,09100200080020,24.94435074,60.16862381,905eb34f-2d41-43e1-abe3-0dceba15c786
283,Aleksanterinkatu 15 | Mikonkatu 6,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14571,65063,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1890-12-31,Tyhjillään,1030461777,09100200970019,24.94477573,60.16903459,c6119f1c-18b0-42d5-a20e-a5980c18fbb1
284,Satamaradankatu 1 | Fleminginkatu 36,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14560,69300,,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,2009-06-24,Tyhjillään,1032542209,09102203680036,24.95201843,60.19109854,a785d9b7-5490-4926-8149-3fda1868ebc2
285,Kuortaneenkatu 3 | Kumpulantie 11,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14532,81181,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1992-06-04,Käytetään muuhun tilapäiseen asumiseen,1032731852,09102206920011,24.94596829,60.19669946,d30017b0-a4e9-4076-a9f1-757c6b2d14dc
286,Aamuruskontie 6,00750,HELSINKI,Julkinen rakennus,14453,75900,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1987-09-30,Tyhjillään,102212653B,09104000610012,25.02577584,60.28384823,313d625a-c81e-4a79-a9d1-b70b184635d6
287,Mäkelänkatu 49,00550,HELSINKI,Julkinen rakennus,14448,129060,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1999-04-29,Tyhjillään,103273174P,09102205860004,24.94803132,60.19977628,f44fe2e5-7e10-438a-bf9e-f55f8ab1da77
288,Keskuskatu 9 | Kaivokatu 2 | Mikonkatu 10 | Ateneuminkuja 1,00100,HELSINKI,Julkinen rakennus,14360,83040,4,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1887-12-31,Tyhjillään,1030461766,09100200970006,24.94403874,60.17015488,31782660-9500-45a8-b125-56746354c6c8
289,Teollisuuskatu 29,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14328,93278,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1965-01-01,Tyhjillään,103273197E,09102206930036,24.94510007,60.19558123,6bb02206-44bb-4154-a3bd-015acd9f6f4a
290,Ristikkokatu 8,00580,HELSINKI,Julkinen rakennus,14325,71241,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1881-12-31,Tyhjillään,103254159A,09102106740003,24.96933364,60.19404152,4bda2cf3-573e-4ec1-b83e-afce0502a8a4
291,Kronqvistinkatu 1 | Kronqvistinkuja 3 | Pasilankatu 14 | Kyllikinportti 2,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14322,90500,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1988-02-19,Tyhjillään,103276430R,09101700790001,24.92648351,60.19984521,0374bdde-35a1-43e6-b0a3-3b07df943ba3
292,Työpajankatu 10 | Hermannin rantatie 2,00580,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14300,58870,7,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Teräs,Elementti,1990-12-31,Tyhjillään,1031518811,09101005750028,24.9772725,60.18845045,dcc50196-112e-474d-96d4-cfaa1b9302a5
293,Fabianinkatu 31 | Unioninkatu 32 | Aleksanterinkatu 30-34,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14241,66953,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Paikalla tehty,1936-01-01,Tyhjillään,103036774W,09100200320004,24.95021873,60.16875963,59f56f38-3054-4f08-a3df-893ad434b663
294,Länsisatamankatu 2a | Porkkalankatu 22,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14233,63800,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2008-11-28,Tyhjillään,103303950F,09102007960004,24.90906387,60.16395785,8ec2945d-36af-44fa-a5ac-ccca40a16916
295,Välimerenkatu 14 | Jätkäsaarenkuja 12 | Livornonkatu 2 | Jätkäsaarenkuja 10,00220,HELSINKI,Kerrostalo,14216,57000,8,210,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2016-08-31,Käytetään vakinaiseen asumiseen,103509580P,09102008170006,24.91502184,60.15839306,7221403e-675f-4be9-9ca5-dc9b77843418
296,Mäkelänrinne 2,00550,HELSINKI,Julkinen rakennus,14206,101617,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2021-07-09,Käytöstä ei ole tietoa,1037806574,09102205860005,24.9488716,60.19932222,fe05ad88-50ef-47d4-90e5-c9497b4f7565
297,Tilkanvierto 7 | Tilkankatu 24 | Mannerheimintie 160,00300,HELSINKI,Julkinen rakennus,14172,71308,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1993-12-31,Tyhjillään,1032478349,09101607000002,24.90020368,60.197725,6fa204cb-7bdc-4ce9-8da8-e3b367cbf135
298,Kaivokatu 10,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14160,66989,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,1955-12-31,Tyhjillään,103036838Y,09100200960033,24.94063382,60.16983255,6b796456-02f4-4e77-a7ec-bbcc9ce21c74
299,Ratapihantie 3 | Ratavartijankatu 3,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14134,97524,6,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1990-11-30,Tyhjillään,103267041V,09101700090004,24.93646015,60.19727934,26159ec8-9cdf-4a04-a098-0293d93e9d44
300,Suursuonlaita 3,00630,HELSINKI,Julkinen rakennus,14084,56214,4,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Paikalla tehty,1967-01-01,Tyhjillään,1034341715,09102803230002,24.93223605,60.23486577,171da8df-036b-4247-afe9-cee25bae3d7c
301,Nokiantie 2-4 | Nokiantie 2 | Lemuntie 2,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",14063,56812,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1964-12-31,Tyhjillään,103273225B,09102207000011,24.95085119,60.19564331,ccae9f03-a48e-469a-84c7-3c9465fd9f51
302,Pohjoinen Hesperiankatu 35,00260,HELSINKI,Kerrostalo,14041,51235,7,115,Vesikeskuslämmitys,Maalämpö tms.,Lasi,Betoni,Paikalla tehty,2024-08-28,Käytetään vakinaiseen asumiseen,103744010Y,09101404840038,24.91496922,60.17742517,b7aaeed7-eee4-4af5-938c-76aa02c0d182
303,Käenkuja 8,00500,HELSINKI,Kerrostalo,14000,75640,11,136,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2002-06-20,Käytetään vakinaiseen asumiseen,103151841R,09101002930003,24.9656662,60.18567706,0baf10d5-62c2-480a-9e8b-a106a94df2c4
304,Pekankatu 1 | Soidintie 1 | Malminkaari 19,00700,HELSINKI,Julkinen rakennus,14000,128510,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2003-09-22,Tyhjillään,102186092J,09103802260007,25.01436052,60.25194594,d67d983b-9f8f-4446-bf98-c4a4ccdc4e50
305,Kanslerinkaari 6 | Viikinkaari 9,00790,HELSINKI,Julkinen rakennus,14000,59536,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1995-09-28,Tyhjillään,103127001E,09103602070004,25.01483517,60.22709178,e25d5ce1-e974-4cbf-aba4-c3173f50f90b
306,Hämeentie 155 | Kaanaankatu 2,00560,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13969,59700,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1958-12-31,Tyhjillään,1033568564,09102706710011,24.97925552,60.21222861,ed03f318-4d6b-4280-bca8-93e881be3704
307,Kanariankatu 2 | Atlantinkatu 15 | Tahitinkatu 2,00220,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13953,45850,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2025-06-16,Käytöstä ei ole tietoa,104142782K,09102000770004,24.90912281,60.15338689,3d06c55e-4d26-4165-b72a-113e10a095e4
308,Viikinraitti 1 | Viikinportinkatu 7 | Viikintori 3,00790,HELSINKI,Julkinen rakennus,13942,176600,2,0,Vesikeskuslämmitys,Kaasu,Betoni,Betoni,Elementti,2007-10-28,Tyhjillään,103126952V,09103601870003,25.00856076,60.22752766,e6ce1475-0614-47f7-800b-8297ef336555
309,Tynnyrintekijänkatu 2 | Lautatarhankatu 6 | Työpajankatu 5,00580,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13901,77810,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Elementti,1920-01-01,Tyhjillään,103142286H,09101002820005,24.97083482,60.18930413,f6c39de7-f9c6-4a2c-afb9-a0ef800cfb00
310,Huopalahdentie 24 | Ulvilantie 24,00350,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13900,70430,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2002-05-31,Tyhjillään,100704304X,09103001280002,24.87871258,60.20810749,871bbac4-8bdb-4f0f-81f7-6fa31e64f777
311,Tilanhoitajankaari 26 | Kevätkatu 2 | Pistokas 2,00790,HELSINKI,Julkinen rakennus,13900,67000,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2003-05-15,Tyhjillään,1031171301,09103601000001,25.02972423,60.22783469,c3ab5ee5-d6db-4d0e-9e7c-f281281b2496
312,Kaivokatu 12 | Mannerheimintie 7,00100,HELSINKI,Julkinen rakennus,13888,57734,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Tiili,Paikalla tehty,1913-01-01,Tyhjillään,1030368390,09100200960010,24.9395319,60.16986931,87388bcf-cb0f-4496-a9a0-dac11a54e9f7
313,Kollipolku 1 | Kollikatu 6 | Postiljooninkatu 2,00240,HELSINKI,Kerrostalo,13852,47840,8,178,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2023-12-19,Käytetään vakinaiseen asumiseen,103938831H,09101701230001,24.93002965,60.22059502,7960b57a-47a2-4434-930a-8282b631f13d
314,Sörnäisten rantatie 13 | Vetehisenkuja 8 | Miina Sillanpään katu 13,00530,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13848,52872,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1984-01-01,Tyhjillään,103151845V,09101002940014,24.95742471,60.18015219,a1a28289-6bcf-4732-a631-19c0e6a40ed8
315,Annankatu 34 | Urho Kekkosen katu 2,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13826,62482,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1955-12-31,Tyhjillään,1030749413,09100401620002,24.93390528,60.16875774,49f60509-ebd2-4627-9c87-a9aeb66a4d53
316,Erottajankatu 4 | Bulevardi 2-4,00120,HELSINKI,Julkinen rakennus,13819,57082,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1932-01-01,Tyhjillään,103055983J,09100400610003,24.9430514,60.16605277,40315726-9b66-4a7c-b9bc-9f7af169f9ab
317,Sulhasenkuja 2 | Porkkalankatu 5 | Salmisaarenkatu 3 | Sulhasenkatu 2,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13782,85270,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1984-08-27,Tyhjillään,1033039427,09102007890001,24.9091746,60.16476798,e792aa93-5cac-4dd2-9a60-d25517224fb7
318,Tynnyrintekijänkatu 1 | Lautatarhankatu 8 | Työpajankatu 7,00580,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13778,69572,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,2002-10-17,Tyhjillään,103142284E,09101002810014,24.97131191,60.1888803,1f339029-8c04-4a13-b83e-c4230c8da491
319,Nuijamiestentie 10 | Pajuniityntie 9-11 | Nuijamiestenramppi 2,00320,HELSINKI,Julkinen rakennus,13758,71724,3,4,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1969-12-31,Käytetään vakinaiseen asumiseen,103438247M,09102900360015,24.90685568,60.2182014,ddd1badc-cfe0-4a6a-9bdd-f0c1b04e96da
320,Palkkatilanportti 1 | Väinö Kanteleen katu 2 | Pasilankatu 4 | Pasilanraitio 1,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13747,73666,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1981-12-31,Tyhjillään,103276392H,09101700650001,24.9282572,60.19632506,2627d819-7c81-4501-9afd-a0d3b358a66b
321,Kuortaneenkatu 1 | Elimäenkatu 26,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13715,68747,7,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1969-12-31,Käytetään muuhun tilapäiseen asumiseen,1032731841,09102206920009,24.94699734,60.19668846,366ad84b-d35c-4124-afe2-9d2902abe23f
322,Kolmas linja 8 | Porthaninkatu 2 | Siltasaarenkatu 13,00530,HELSINKI,Julkinen rakennus,13705,53100,8,57,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2024-01-12,Käytetään vakinaiseen asumiseen,1038265728,09101103060009,24.95008091,60.18167351,1c029709-c4e1-4cb9-9e90-c3a81c02294b
323,Viikinkaari 1 | Viikintie 46,00790,HELSINKI,Julkinen rakennus,13696,62600,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2001-12-17,Tyhjillään,1031270202,09103602070018,25.017364,60.22558475,ce9669d0-ff00-4c9e-8576-0b5f2b3ff3d6
324,Itäinen Papinkatu 5 | Kaarlenkatu 2 | Agricolankatu 15 | Castréninkatu 17,00530,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13694,67280,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1934-12-31,Tyhjillään,103161294N,09101103270009,24.95101178,60.18496631,5c583f8c-6879-49f6-a4cb-a9624f5d06dc
325,Tyynenmerenkatu 11 | Hietasaarenkuja 14 | Rionkatu 6,00220,HELSINKI,Julkinen rakennus,13690,107500,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,2011-11-09,Tyhjillään,103303957P,09102008120005,24.92085353,60.15622125,4e2cb0bc-06c2-4d19-93cb-7e88b1a0acf3
326,Haapaniemenkatu 7-9,00530,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13678,55063,17,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1976-12-31,Käytetään vakinaiseen asumiseen,103151847X,09101003980001,24.9590856,60.17954007,fdd5edf5-4316-4b94-8fd7-2d1123c4971b
327,Runeberginkatu 14 | Lutherinkatu 18 | Ilmarinkatu 1 | Arkadiankatu 25,00100,HELSINKI,Julkinen rakennus,13648,61078,6,3,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1950-12-31,Tyhjillään,1031998381,09101304280001,24.92289347,60.171864,b9a51ec7-ee94-4bb9-b86e-aa454d7ce688
328,Hakaniemenranta 10,00530,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13638,40537,3,1,Ei kiinteää lämmityslaitetta,,,Betoni,,1980-11-21,Tyhjillään,1031518512,09101003980004,24.958373,60.17881952,e710235f-0161-4295-a59a-db2660139c33
329,Lönnrotinkatu 1 | Mannerheimintie 10,00100,HELSINKI,Julkinen rakennus,13628,55950,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1961-12-31,Tyhjillään,103055995X,09100400630001,24.9410832,60.16754913,0cc05761-4636-43fe-bb80-74665e14ec1a
330,Hiomotie 5,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13566,55105,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1982-12-31,Tyhjillään,101642909H,09104600580005,24.87610108,60.21918551,29888eac-a184-4559-a8ad-f8dea33436f8
331,Suutarilantie 65 | Valokaari 2 | Lampputie 2,00740,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13552,105900,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1983-12-31,Tyhjillään,1022606986,09104001500003,25.01453161,60.28283634,f77cd5d6-ebff-4182-a17e-678d49ae3a3a
332,Metsäläntie 2b | Kollikatu 5,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13502,44000,6,0,Ei kiinteää lämmityslaitetta,,Muu,Betoni,Paikalla tehty,2021-08-18,Käytöstä ei ole tietoa,103822842X,09101701240001,24.93130524,60.22040834,293d6378-1820-40e9-a59a-28da7b5b8db9
333,Töölönlahdenkatu 4,00100,HELSINKI,Julkinen rakennus,13434,108260,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Puu,Teräs,Elementti,2018-11-28,Tyhjillään,103534449X,09100200140005,24.9380626,60.17375361,b0bd7142-55e1-4b22-b689-4b6b3b642d4e
334,Työnjohtajankatu 11 | Peltisepänkuja 2,00880,HELSINKI,Julkinen rakennus,13418,46500,9,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2023-03-17,Toimitila- tai tuotantokäytössä,1039188820,09104300540019,25.03554313,60.1969882,c728da51-7045-4cf7-a4b8-91e3432534e7
335,Kirvesmiehenkatu 2 | Abraham Wetterin tie 2,00880,HELSINKI,Kerrostalo,13392,65670,6,178,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2019-08-21,Käytetään vakinaiseen asumiseen,1035833789,09104300810001,25.04016765,60.1932574,7f411ea2-4724-4adf-afdc-00639c806cd8
336,Eliel Saarisen tie 43 | Isonnevankuja 4 | Isonnevantie 28,00320,HELSINKI,Julkinen rakennus,13380,50941,4,40,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1965-12-31,Käytetään vakinaiseen asumiseen,103438212H,09102900260008,24.88692309,60.21710388,25a00d8e-0772-430e-a46e-c77b044eb917
337,Aleksis Kiven katu 30 | Fleminginkatu 26-30 | Porvoonkatu 1,00510,HELSINKI,Kerrostalo,13377,49268,9,273,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1962-12-31,Käytetään vakinaiseen asumiseen,103180602H,09101203620002,24.95247418,60.18899483,399896a2-135a-408e-8f05-68ee1428ca72
338,Paasivuorenkatu 1 | Siltasaarenkatu 12,00530,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13366,53057,8,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1958-12-31,Tyhjillään,103151956E,09101102990002,24.94930853,60.17873346,50a2f928-94bc-4e1e-8fbf-a9479c0cc67a
339,Pursimiehenkatu 33,00150,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13349,72000,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Teräs,Elementti,2019-12-13,Käytöstä ei ole tietoa,103639553C,09100501320005,24.93249859,60.15844244,ca0d33cb-fe18-4adc-84f2-ac6a666ac511
340,Valimotie 15,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13276,50869,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1954-01-01,Tyhjillään,101642880K,09104600510005,24.88006469,60.21875491,6b6f76b8-62cd-4aeb-9227-941015d6aa46
341,Kustinpolku 14 | Mustekuja 1 | Postiljooninkatu 15 | Leimasinkatu 2,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13217,40970,6,0,Sähkölämmitys,Sähkö,Muu,Betoni,Elementti,2022-01-19,Käytöstä ei ole tietoa,103885950N,09101701210001,24.92524183,60.21807712,36f32cec-4c2c-4d78-b972-2499d1409acf
342,Pasilanraitio 2,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13204,47348,1,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1982-01-08,Käytetään vakinaiseen asumiseen,103276375Y,09101700640001,24.92680749,60.19614073,ed379b05-4fc0-46d6-b741-39116cd4a2ce
343,Henry Fordin katu 6,00150,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13195,86770,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1945-12-31,Tyhjillään,103303870W,09102002350012,24.92513363,60.15235424,14083da6-c0ba-433a-bd13-1893e0d50eb4
344,Töölöntorinkatu 2 | Döbelninkatu 2 | Pohjoinen Hesperiankatu 15,00260,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",13117,61357,9,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Tiili,Paikalla tehty,1940-12-31,Käytetään vakinaiseen asumiseen,103209313N,09101404640015,24.92450879,60.17769169,771c793e-182b-4c01-b916-74148f045e4d
